id,source,platform,date,raw_text,rating,url,ai_analysis
app_store_fallback_6,app_store,Myntra,2026-08-29T12:04:54,"My order was never delivered, but Myntra marked it as delivered. There was no OTP, no call from the delivery executive and no recipient confirmation. I repeatedly contacted customer support, but my tickets were closed without resolving the issue. Myntra now claims its internal investigation shows the order was delivered but refuses to provide any proof, calling it “confidential.” I was even asked to schedule a return, despite never receiving the product. Never use there app.",1,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d2611cbe-369b-47f8-ac16-51b556f94522,"{'theme': 'Quality / Trust', 'barrier': 'Returns/exchange concern', 'behavior': 'Purchased', 'intent': 'Low', 'opportunity': 'Clearer return policies & easy-return badge', 'rating': 1}"
e0d0049f-9d08-4335-b960-a558e270b418,play_store,Myntra,2026-08-29T12:01:48,"My order was never delivered, but Myntra marked it as delivered. There was no OTP, no call from the delivery executive and no recipient confirmation. I repeatedly contacted customer support, but my tickets were closed without resolving the issue. Myntra now claims its internal investigation shows the order was delivered but refuses to provide any proof, calling it “confidential.” I was even asked to schedule a return, despite never receiving the product. Never use their platform.",1,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e0d0049f-9d08-4335-b960-a558e270b418,"{'theme': 'Quality / Trust', 'barrier': 'Returns/exchange concern', 'behavior': 'Purchased', 'intent': 'Low', 'opportunity': 'Clearer return policies & easy-return badge', 'rating': 1}"
app_store_fallback_7,app_store,Myntra,2026-08-29T12:01:48,"My order was never delivered, but Myntra marked it as delivered. There was no OTP, no call from the delivery executive and no recipient confirmation. I repeatedly contacted customer support, but my tickets were closed without resolving the issue. Myntra now claims its internal investigation shows the order was delivered but refuses to provide any proof, calling it “confidential.” I was even asked to schedule a return, despite never receiving the product. Never use their platform.",1,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e0d0049f-9d08-4335-b960-a558e270b418,"{'theme': 'Quality / Trust', 'barrier': 'Returns/exchange concern', 'behavior': 'Purchased', 'intent': 'Low', 'opportunity': 'Clearer return policies & easy-return badge', 'rating': 1}"
22ecf5d9-588e-4600-81a7-b2bc0364535c,play_store,Myntra,2026-08-29T11:55:22,best quality,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=22ecf5d9-588e-4600-81a7-b2bc0364535c,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_8,app_store,Myntra,2026-08-29T11:55:22,best quality,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=22ecf5d9-588e-4600-81a7-b2bc0364535c,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
043a4e01-1501-484d-9474-4eed5aa50abc,play_store,Myntra,2026-08-29T11:25:23,worst app ever. no accountability. product reached nearby hub since a week still not delivered even on promised date. no human customer supports. all bots... shows delivery failed but no delivery person came or called me. I called them many times no response. so basically no support from Myntra at all... all sham and scam.... completely disappointed and would never recommend anyone,1,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=043a4e01-1501-484d-9474-4eed5aa50abc,"{'theme': 'Social Validation', 'barrier': 'None', 'behavior': 'Unknown', 'intent': 'Low', 'opportunity': 'None', 'rating': 1}"
app_store_fallback_9,app_store,Myntra,2026-08-29T11:25:23,worst app ever. no accountability. product reached nearby hub since a week still not delivered even on promised date. no human customer supports. all bots... shows delivery failed but no delivery person came or called me. I called them many times no response. so basically no support from Myntra at all... all sham and scam.... completely disappointed and would never recommend anyone,1,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=043a4e01-1501-484d-9474-4eed5aa50abc,"{'theme': 'Social Validation', 'barrier': 'None', 'behavior': 'Unknown', 'intent': 'Low', 'opportunity': 'None', 'rating': 1}"
468cc56e-bf69-44fc-b2b8-8216ab64c590,play_store,Myntra,2026-08-29T10:47:40,good app and better facilities but some expensive 😊,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=468cc56e-bf69-44fc-b2b8-8216ab64c590,"{'theme': 'Price / Timing', 'barrier': 'Price uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Show price history or competitor comparison', 'rating': 5}"
app_store_fallback_10,app_store,Myntra,2026-08-29T10:47:40,good app and better facilities but some expensive 😊,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=468cc56e-bf69-44fc-b2b8-8216ab64c590,"{'theme': 'Price / Timing', 'barrier': 'Price uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Show price history or competitor comparison', 'rating': 5}"
86c90f21-96e9-4431-965a-a79adf1abbbe,play_store,Myntra,2026-08-29T10:31:31,"hangs, pictures added on reviews don't open, unable to add item in cart. button gets stuck. mostly it's buggy on pixel phone and not iphone",3,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=86c90f21-96e9-4431-965a-a79adf1abbbe,"{'theme': 'Quality / Trust', 'barrier': 'None', 'behavior': 'Unknown', 'intent': 'Unknown', 'opportunity': 'None', 'rating': 3}"
app_store_fallback_11,app_store,Myntra,2026-08-29T10:31:31,"hangs, pictures added on reviews don't open, unable to add item in cart. button gets stuck. mostly it's buggy on pixel phone and not iphone",3,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=86c90f21-96e9-4431-965a-a79adf1abbbe,"{'theme': 'Quality / Trust', 'barrier': 'None', 'behavior': 'Unknown', 'intent': 'Unknown', 'opportunity': 'None', 'rating': 3}"
5b0c49fc-16d2-4224-9192-69cd98de0844,play_store,Myntra,2026-08-29T09:47:36,good quality products.easy return and exchange available.,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=5b0c49fc-16d2-4224-9192-69cd98de0844,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Returned/exchanged', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_12,app_store,Myntra,2026-08-29T09:47:36,good quality products.easy return and exchange available.,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=5b0c49fc-16d2-4224-9192-69cd98de0844,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Returned/exchanged', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
37a030b7-5a7a-4be0-a9c0-e77e68b187d0,play_store,Myntra,2026-08-29T09:17:52,very good app but i request you to give more discount and myncash and reduse delivery time and add grocery items,4,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=37a030b7-5a7a-4be0-a9c0-e77e68b187d0,"{'theme': 'Price / Timing', 'barrier': 'Waiting for sale', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Price drop alerts & customized discounts', 'rating': 4}"
app_store_fallback_13,app_store,Myntra,2026-08-29T09:17:52,very good app but i request you to give more discount and myncash and reduse delivery time and add grocery items,4,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=37a030b7-5a7a-4be0-a9c0-e77e68b187d0,"{'theme': 'Price / Timing', 'barrier': 'Waiting for sale', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Price drop alerts & customized discounts', 'rating': 4}"
53eed680-2840-48c0-8511-0f2d6e171080,play_store,Myntra,2026-08-29T08:01:51,it was great experience with myntra once I ordered a dress which I got as expected Thank you for not breaking my trust.❤️❤️❤️❤️ so much love from me,4,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=53eed680-2840-48c0-8511-0f2d6e171080,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 4}"
app_store_fallback_14,app_store,Myntra,2026-08-29T08:01:51,it was great experience with myntra once I ordered a dress which I got as expected Thank you for not breaking my trust.❤️❤️❤️❤️ so much love from me,4,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=53eed680-2840-48c0-8511-0f2d6e171080,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 4}"
be669e15-6b90-4265-bbe8-bbee19253fe9,play_store,Myntra,2026-08-29T07:35:08,"it is add free it is less expensive the products in this app are less expensive you can even buy costly items even in low price this app is so good you can rate the product and earn money cash which will be add to your wallet so that you can purchase it later discounting the money, it is simple easy to use, the dresses in this app are so gorgeous, I am so in love with Myntra, must download it",5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=be669e15-6b90-4265-bbe8-bbee19253fe9,"{'theme': 'Price / Timing', 'barrier': 'Price uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Show price history or competitor comparison', 'rating': 5}"
app_store_fallback_15,app_store,Myntra,2026-08-29T07:35:08,"it is add free it is less expensive the products in this app are less expensive you can even buy costly items even in low price this app is so good you can rate the product and earn money cash which will be add to your wallet so that you can purchase it later discounting the money, it is simple easy to use, the dresses in this app are so gorgeous, I am so in love with Myntra, must download it",5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=be669e15-6b90-4265-bbe8-bbee19253fe9,"{'theme': 'Price / Timing', 'barrier': 'Price uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Show price history or competitor comparison', 'rating': 5}"
4b360500-7435-49f1-8742-6d11d74cf1e1,play_store,Myntra,2026-08-29T06:41:58,good product quality is 😊 good,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4b360500-7435-49f1-8742-6d11d74cf1e1,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_16,app_store,Myntra,2026-08-29T06:41:58,good product quality is 😊 good,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4b360500-7435-49f1-8742-6d11d74cf1e1,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
b7847adf-ca3e-4b13-ac2f-8b271dae2273,play_store,Myntra,2026-08-29T01:12:12,i feel like the quality is good in myntra than other,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=b7847adf-ca3e-4b13-ac2f-8b271dae2273,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_17,app_store,Myntra,2026-08-29T01:12:12,i feel like the quality is good in myntra than other,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=b7847adf-ca3e-4b13-ac2f-8b271dae2273,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
83bfaba8-fd82-4671-bec4-9dc2e81c8a1b,play_store,Myntra,2026-08-29T00:12:12,don't buy anything from here they'll always manipulate you in prices but you compare to other site you'll found better price they'll will give coupon all time but it's not means price became less so don't be confused and don't try go at Ajio buy better product in good price.,1,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=83bfaba8-fd82-4671-bec4-9dc2e81c8a1b,"{'theme': 'Price / Timing', 'barrier': 'Comparing alternatives', 'behavior': 'Compared alternatives', 'intent': 'Low', 'opportunity': 'Side-by-side product comparison feature', 'rating': 1}"
app_store_fallback_18,app_store,Myntra,2026-08-29T00:12:12,don't buy anything from here they'll always manipulate you in prices but you compare to other site you'll found better price they'll will give coupon all time but it's not means price became less so don't be confused and don't try go at Ajio buy better product in good price.,1,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=83bfaba8-fd82-4671-bec4-9dc2e81c8a1b,"{'theme': 'Price / Timing', 'barrier': 'Comparing alternatives', 'behavior': 'Compared alternatives', 'intent': 'Low', 'opportunity': 'Side-by-side product comparison feature', 'rating': 1}"
569c6f4c-7ac8-4d40-8db1-de1e44b5921a,play_store,Myntra,2026-08-28T23:27:43,"best aap for Good choice for clothes and branded fashion, but always check product reviews, size chart, seller/product details, and return eligibility before ordering",5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=569c6f4c-7ac8-4d40-8db1-de1e44b5921a,"{'theme': 'Fit / Size', 'barrier': 'Fit uncertainty', 'behavior': 'Returned/exchanged', 'intent': 'High', 'opportunity': 'Improve sizing charts & add AR try-on', 'rating': 5}"
app_store_fallback_19,app_store,Myntra,2026-08-28T23:27:43,"best aap for Good choice for clothes and branded fashion, but always check product reviews, size chart, seller/product details, and return eligibility before ordering",5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=569c6f4c-7ac8-4d40-8db1-de1e44b5921a,"{'theme': 'Fit / Size', 'barrier': 'Fit uncertainty', 'behavior': 'Returned/exchanged', 'intent': 'High', 'opportunity': 'Improve sizing charts & add AR try-on', 'rating': 5}"
de8a23fd-cfee-43da-9337-e3b24ab19980,play_store,Myntra,2026-08-28T23:20:30,very good quality product nice app,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=de8a23fd-cfee-43da-9337-e3b24ab19980,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_20,app_store,Myntra,2026-08-28T23:20:30,very good quality product nice app,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=de8a23fd-cfee-43da-9337-e3b24ab19980,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
a55f194b-257b-47cb-9fa9-1cff07790588,play_store,Myntra,2026-08-28T22:45:44,superb delivery.. very good quality.. all products on Myntra are reliable,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a55f194b-257b-47cb-9fa9-1cff07790588,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_21,app_store,Myntra,2026-08-28T22:45:44,superb delivery.. very good quality.. all products on Myntra are reliable,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a55f194b-257b-47cb-9fa9-1cff07790588,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
5cc073a9-ae6b-46b5-ab1f-cd15c6cfc6f9,play_store,Myntra,2026-08-28T21:54:29,"""I really like the Myntra app! It is very easy to use. The delivery is always fast, and the clothes are good quality. Highly recommended!""",5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=5cc073a9-ae6b-46b5-ab1f-cd15c6cfc6f9,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_22,app_store,Myntra,2026-08-28T21:54:29,"""I really like the Myntra app! It is very easy to use. The delivery is always fast, and the clothes are good quality. Highly recommended!""",5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=5cc073a9-ae6b-46b5-ab1f-cd15c6cfc6f9,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
6a88bc49-7b59-4bf0-b330-787cf296c96a,play_store,Myntra,2026-08-28T21:44:54,very good quality same as adv photo,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=6a88bc49-7b59-4bf0-b330-787cf296c96a,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_23,app_store,Myntra,2026-08-28T21:44:54,very good quality same as adv photo,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=6a88bc49-7b59-4bf0-b330-787cf296c96a,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
713f9093-deb4-48af-a87a-33d5ed80f7a3,play_store,Myntra,2026-08-28T21:39:15,"bahut achha app hai, achha discount milta hai or offer",5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=713f9093-deb4-48af-a87a-33d5ed80f7a3,"{'theme': 'Price / Timing', 'barrier': 'Waiting for sale', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Price drop alerts & customized discounts', 'rating': 5}"
app_store_fallback_24,app_store,Myntra,2026-08-28T21:39:15,"bahut achha app hai, achha discount milta hai or offer",5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=713f9093-deb4-48af-a87a-33d5ed80f7a3,"{'theme': 'Price / Timing', 'barrier': 'Waiting for sale', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Price drop alerts & customized discounts', 'rating': 5}"
4bb16598-8135-4a29-9377-9d9f7e118822,play_store,Myntra,2026-08-28T20:54:58,very nice app and quality products,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4bb16598-8135-4a29-9377-9d9f7e118822,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_25,app_store,Myntra,2026-08-28T20:54:58,very nice app and quality products,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4bb16598-8135-4a29-9377-9d9f7e118822,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
1656b0da-4792-473f-884f-0e01baeca8ee,play_store,Myntra,2026-08-28T20:36:06,Always good experience with myntra - good quality great styles 🫶🏻💙💚,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=1656b0da-4792-473f-884f-0e01baeca8ee,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_26,app_store,Myntra,2026-08-28T20:36:06,Always good experience with myntra - good quality great styles 🫶🏻💙💚,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=1656b0da-4792-473f-884f-0e01baeca8ee,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
24e8dbab-4971-4cac-bfa5-44f536b014a8,play_store,Myntra,2026-08-28T20:34:58,lovely product in all respects. fabric fitting and pattern very comfortable and stylish,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=24e8dbab-4971-4cac-bfa5-44f536b014a8,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_27,app_store,Myntra,2026-08-28T20:34:58,lovely product in all respects. fabric fitting and pattern very comfortable and stylish,5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=24e8dbab-4971-4cac-bfa5-44f536b014a8,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
ee9f1958-4876-48fd-a90b-73b2eff218d1,play_store,Myntra,2026-08-28T20:15:20,"Trustworthy, Quality, Easy delivery, Genuine products, Everything is 10/10 in Myntra",5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ee9f1958-4876-48fd-a90b-73b2eff218d1,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
app_store_fallback_28,app_store,Myntra,2026-08-28T20:15:20,"Trustworthy, Quality, Easy delivery, Genuine products, Everything is 10/10 in Myntra",5,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ee9f1958-4876-48fd-a90b-73b2eff218d1,"{'theme': 'Quality / Trust', 'barrier': 'Quality uncertainty', 'behavior': 'Unknown', 'intent': 'High', 'opportunity': 'Highlight verified purchase reviews & fabric details', 'rating': 5}"
